"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090673","endothelial cell-matrix adhesion","1/2","10/18842",0.1,942.1,30.6700210500358,0.00106120492429052,0.0167469718006811,NA,"LEF1",1
"GO:1901329","regulation of odontoblast differentiation","1/2","11/18842",0.0909090909090909,856.454545454545,29.2403867500855,0.0011672944309894,0.0167469718006811,NA,"LEF1",1
"GO:0043392","negative regulation of DNA binding","1/2","13/18842",0.0769230769230769,724.692307692308,26.8929551913953,0.00137945654307947,0.0167469718006811,NA,"LEF1",1
"GO:0030852","regulation of granulocyte differentiation","1/2","15/18842",0.0666666666666667,628.066666666667,25.0319859840551,0.00159159612009296,0.0167469718006811,NA,"LEF1",1
"GO:0071895","odontoblast differentiation","1/2","16/18842",0.0625,588.8125,24.235183074744,0.00169765745794614,0.0167469718006811,NA,"LEF1",1
"GO:0043923","host-mediated activation of viral transcription","1/2","17/18842",0.0588235294117647,554.176470588235,23.5097056002104,0.0018037131620301,0.0167469718006811,NA,"LEF1",1
"GO:0062009","secondary palate development","1/2","18/18842",0.0555555555555556,523.388888888889,22.8455043309634,0.00190976323234471,0.0167469718006811,NA,"LEF1",1
"GO:0032634","interleukin-5 production","1/2","19/18842",0.0526315789473684,495.842105263158,22.234406872163,0.00201580766889042,0.0167469718006811,NA,"LEF1",1
"GO:0032674","regulation of interleukin-5 production","1/2","19/18842",0.0526315789473684,495.842105263158,22.234406872163,0.00201580766889042,0.0167469718006811,NA,"LEF1",1
"GO:0046629","gamma-delta T cell activation","1/2","19/18842",0.0526315789473684,495.842105263158,22.234406872163,0.00201580766889042,0.0167469718006811,NA,"LEF1",1
"GO:0060563","neuroepithelial cell differentiation","1/2","24/18842",0.0416666666666667,392.541666666667,19.7753144176,0.00254594534508157,0.0167469718006811,NA,"LEF1",1
"GO:0032616","interleukin-13 production","1/2","26/18842",0.0384615384615385,362.346153846154,18.9964733036705,0.00275796097917425,0.0167469718006811,NA,"LEF1",1
"GO:0032656","regulation of interleukin-13 production","1/2","26/18842",0.0384615384615385,362.346153846154,18.9964733036705,0.00275796097917425,0.0167469718006811,NA,"LEF1",1
"GO:0071353","cellular response to interleukin-4","1/2","26/18842",0.0384615384615385,362.346153846154,18.9964733036705,0.00275796097917425,0.0167469718006811,NA,"LEF1",1
