"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009410","response to xenobiotic stimulus","6/33","368/18842",0.016304347826087,9.30928853754941,6.74269276407963,3.77813382957852e-05,0.0182045390793111,0.0132771362141604,"AHR/BCL2/PDE4B/NFKBIZ/CD69/FOSB",6
"GO:0071219","cellular response to molecule of bacterial origin","5/33","223/18842",0.0224215246636771,12.8020111428183,7.42602432349535,4.02172511928187e-05,0.0182045390793111,0.0132771362141604,"NFKB1/AHR/PDE4B/NFKBIZ/CCL28",5
"GO:0071216","cellular response to biotic stimulus","5/33","245/18842",0.0204081632653061,11.6524427952999,7.02970173823511,6.28962244918082e-05,0.0182045390793111,0.0132771362141604,"NFKB1/AHR/PDE4B/NFKBIZ/CCL28",5
"GO:0035094","response to nicotine","3/33","47/18842",0.0638297872340425,36.4448742746615,10.1907769397195,7.53031606176259e-05,0.0182045390793111,0.0132771362141604,"NFKB1/BCL2/FOSB",3
"GO:0002237","response to molecule of bacterial origin","5/33","319/18842",0.0156739811912226,8.94936829106108,5.99788849705462,0.000216760966664363,0.0325870287355627,0.0237667329808164,"NFKB1/AHR/PDE4B/NFKBIZ/CCL28",5
"GO:0010959","regulation of metal ion transport","5/33","332/18842",0.0150602409638554,8.59894121942315,5.85120089027086,0.000260759849509264,0.0325870287355627,0.0237667329808164,"CD84/BCL2/PDE4B/FHL1/FXYD7",5
"GO:0001921","positive regulation of receptor recycling","2/33","14/18842",0.142857142857143,81.5670995670996,12.6312329242835,0.000267151409599703,0.0325870287355627,0.0237667329808164,"ANXA2/NSG1",2
"GO:0050853","B cell receptor signaling pathway","3/33","74/18842",0.0405405405405405,23.1474201474201,7.99569277449199,0.000291507420567313,0.0325870287355627,0.0237667329808164,"NFKB1/BCL2/NFKBIZ",3
"GO:0042100","B cell proliferation","3/33","75/18842",0.04,22.8387878787879,7.93757471382906,0.000303291891023852,0.0325870287355627,0.0237667329808164,"AHR/BCL2/NFKBIZ",3
"GO:0051591","response to cAMP","3/33","81/18842",0.037037037037037,21.1470258136925,7.61117227515569,0.00038048889965223,0.0367932765963706,0.0268344802912625,"AREG/AHR/FOSB",3
"GO:0050851","antigen receptor-mediated signaling pathway","4/33","206/18842",0.0194174757281553,11.0867902324213,6.09728281931836,0.000442893255803864,0.0373471437512694,0.0272384328235459,"NFKB1/BCL2/PDE4B/NFKBIZ",4
"GO:0071222","cellular response to lipopolysaccharide","4/33","210/18842",0.019047619047619,10.8756132756133,6.02795603233601,0.000476227400949478,0.0373471437512694,0.0272384328235459,"NFKB1/PDE4B/NFKBIZ/CCL28",4
"GO:0043269","regulation of monoatomic ion transport","5/33","383/18842",0.0130548302872063,7.45391249307698,5.34496008330049,0.000502081560254914,0.0373471437512694,0.0272384328235459,"CD84/BCL2/PDE4B/FHL1/FXYD7",5
"GO:0001919","regulation of receptor recycling","2/33","23/18842",0.0869565217391304,49.6495388669302,9.77846006539522,0.000735450330708702,0.047363499400246,0.0345436723432916,"ANXA2/NSG1",2
"GO:0042113","B cell activation","4/33","238/18842",0.0168067226890756,9.59612936083524,5.59003268291211,0.000761669403337283,0.047363499400246,0.0345436723432916,"KLF6/AHR/BCL2/NFKBIZ",4
"GO:0097396","response to interleukin-17","2/33","25/18842",0.08,45.6775757575758,9.36290255118129,0.000870167309823617,0.047363499400246,0.0345436723432916,"NFKB1/NFKBIZ",2
"GO:0097398","cellular response to interleukin-17","2/33","25/18842",0.08,45.6775757575758,9.36290255118129,0.000870167309823617,0.047363499400246,0.0345436723432916,"NFKB1/NFKBIZ",2
"GO:0002698","negative regulation of immune effector process","3/33","108/18842",0.0277777777777778,15.8602693602694,6.48708207820194,0.000881637010552666,0.047363499400246,0.0345436723432916,"CD84/AHR/CD69",3
